timestamp,temperature,humidity
2025-09-20 17:00:25,19.60,43.70
2025-09-20 17:00:27,19.60,43.70
2025-09-20 17:00:30,19.60,43.70
2025-09-20 17:00:32,19.60,43.70
2025-09-20 17:00:34,19.60,43.70
2025-09-20 17:00:36,19.60,43.70
2025-09-20 17:00:38,19.60,43.70
2025-09-20 17:00:43,19.60,43.70
2025-09-20 17:00:45,19.60,43.70
2025-09-20 17:00:47,19.60,43.70
2025-09-20 17:00:51,19.60,43.70
2025-09-20 17:00:53,19.60,43.70
2025-09-20 17:00:55,19.60,43.70
2025-09-20 17:00:57,19.60,43.70
2025-09-20 17:00:59,19.60,43.70
2025-09-20 17:01:04,19.60,43.70
2025-09-20 17:01:06,19.60,43.70
2025-09-20 17:01:08,19.60,43.70
2025-09-20 17:01:11,19.60,43.70
2025-09-20 17:01:13,19.60,43.70
2025-09-20 17:01:15,19.60,43.70
2025-09-20 17:01:17,19.60,43.70
2025-09-20 17:01:19,19.60,43.70
